,from,to,date,subject,from name,to names,num_to
818,Valeria.Morlun@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-15 11:07:00,Favor - borrow hedge trimmer,Valeria Morlun,['Stenig Fusil'],1
819,Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-15 11:07:00,Tools,Albina Hafon,['Dylan Scozzese'],1
820,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-15 11:14:00,Draft report - comments needed by Monday,Nils Calixto,"['Nils Calixto', 'Sven Flecha']",2
821,Marin.Onda@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-15 11:17:00,Files,Marin Onda,['Emile Arpa'],1
822,Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-15 11:17:00,Daily morning announcements,Ruscella Mies Haber,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
823,Dylan.Scozzese@gastech.com.kronos,"Cecilia.Morluniau@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Irene.Nant@gastech.com.kronos",2014-01-15 11:24:00,List of repairs needed,Dylan Scozzese,"['Cecilia Morluniau', 'Benito Hawelon', 'Albina Hafon', 'Adan Morlun', 'Claudio Hawelon', 'Valeria Morlun', 'Irene Nant']",7
824,Lucas.Alcazar@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,2014-01-15 11:26:00,Favor - water plants please next month,Lucas Alcazar,['Linnea Bergen'],1
825,Irene.Nant@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-15 11:27:00,RE: Ha ha,Irene Nant,['Orhan Strum'],1
826,Gustav.Cazar@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Kare.Orilla@gastech.com.kronos",2014-01-15 11:28:00,Wellhead flow rate data - overpressure at well 1783-03?,Gustav Cazar,"['Marin Onda', 'Brand Tempestad', 'Elsa Orilla', 'Axel Calzas', 'Isande Borrasca', 'Birgitta Frente', 'Kare Orilla']",7
827,Dante.Coginian@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos",2014-01-15 11:52:00,RE: Don't text and drive!,Dante Coginian,"['Claudio Hawelon', 'Dylan Scozzese', 'Cecilia Morluniau']",3
828,Dylan.Scozzese@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos",2014-01-15 12:01:00,RE: Don't text and drive!,Dylan Scozzese,"['Adan Morlun', 'Claudio Hawelon', 'Benito Hawelon', 'Valeria Morlun']",4
829,Linnea.Bergen@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-15 12:10:00,Favor - borrow hedge trimmer,Linnea Bergen,['Claudio Hawelon'],1
830,Dylan.Scozzese@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-15 12:17:00,RE: Tools,Dylan Scozzese,['Albina Hafon'],1
831,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",2014-01-15 12:20:00,RE: The most creative spam I've seen lately.,Nils Calixto,"['Lucas Alcazar', 'Nils Calixto']",2
832,Loreto.Bodrogi@gastech.com.kronos,"Isia.Vann@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos",2014-01-15 12:25:00,Inspection request for site,Loreto Bodrogi,"['Isia Vann', 'Edvard Vann', 'Stenig Fusil']",3
833,Claudio.Hawelon@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,2014-01-15 12:31:00,RE: Favor - borrow hedge trimmer,Claudio Hawelon,['Linnea Bergen'],1
834,Hideki.Cocinaro@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,2014-01-15 12:41:00,RE: On my way,Hideki Cocinaro,['Isande Borrasca'],1
835,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-15 12:43:00,Reminder: Refer all media inquiries,Mat Bramar,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
836,Linnea.Bergen@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-15 12:48:00,RE: Favor - water plants please next month,Linnea Bergen,['Lucas Alcazar'],1
837,Axel.Calzas@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-15 12:51:00,Going home sick,Axel Calzas,['Nils Calixto'],1
838,Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-15 12:51:00,RE: Tools,Albina Hafon,['Dylan Scozzese'],1
839,Dylan.Scozzese@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-15 12:53:00,RE: Tools,Dylan Scozzese,['Albina Hafon'],1
840,Sven.Flecha@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",2014-01-15 13:07:00,New hardware - advice needed?,Sven Flecha,"['Isak Baza', 'Nils Calixto']",2
841,Dylan.Scozzese@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos",2014-01-15 13:11:00,RE: Don't text and drive!,Dylan Scozzese,"['Valeria Morlun', 'Albina Hafon', 'Cecilia Morluniau', 'Adan Morlun', 'Emile Arpa']",5
842,Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-15 13:13:00,RE: Tools,Albina Hafon,['Dylan Scozzese'],1
843,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",2014-01-15 13:13:00,Employee of the month,Mat Bramar,"['Rachel Pantanal', 'Lars Azada', 'Felix Balas', 'Isande Borrasca', 'Axel Calzas', 'Gustav Cazar', 'Lidelse Dedos', 'Birgitta Frente', 'Vira Frente', 'Adra Nubarron', 'Marin Onda', 'Kare Orilla', 'Elsa Orilla', 'Brand Tempestad', 'Ingrid Barranco', 'Ada Campo-Corrente', 'Sten Sanjorge Jr.', 'Orhan Strum', 'Willem Vasco-Pais', 'Bertrand Ovan', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese', 'Lucas Alcazar', 'Isak Baza', 'Linnea Bergen', 'Nils Calixto', 'Sven Flecha', 'Hideki Cocinaro', 'Inga Ferro', 'Loreto Bodrogi', 'Isia Vann', 'Stenig Fusil', 'Hennie Osvaldo', 'Kanon Herrero', 'Varja Lagos', 'Minke Mies', 'Felix Resumir', 'Edvard Vann', 'Emile Arpa', 'Varro Awelon', 'Mat Bramar', 'Dante Coginian', 'Carla Forluniau', 'Linda Lagos', 'Cornelia Lais', 'Ruscella Mies Haber', 'Anda Ribera']",54
844,Linnea.Bergen@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-15 13:15:00,RE: Favor - borrow hedge trimmer,Linnea Bergen,['Claudio Hawelon'],1
845,Henk.Mies@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos",2014-01-15 13:19:00,RE: Don't text and drive!,Henk Mies,"['Valeria Morlun', 'Benito Hawelon', 'Albina Hafon', 'Adan Morlun', 'Dante Coginian', 'Emile Arpa', 'Varro Awelon', 'Claudio Hawelon', 'Cecilia Morluniau']",9
846,Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-15 13:23:00,Coupon club,Anda Ribera,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
847,Stenig.Fusil@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-15 13:24:00,Favor - borrow hedge trimmer,Stenig Fusil,['Stenig Fusil'],1
848,Birgitta.Frente@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Kare.Orilla@gastech.com.kronos",2014-01-15 13:26:00,RE: Wellhead flow rate data - overpressure at well 1783-03?,Birgitta Frente,"['Marin Onda', 'Brand Tempestad', 'Elsa Orilla', 'Axel Calzas', 'Isande Borrasca', 'Birgitta Frente', 'Kare Orilla']",7
849,Dylan.Scozzese@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-15 13:27:00,RE: Tools,Dylan Scozzese,['Albina Hafon'],1
850,Elsa.Orilla@gastech.com.kronos,"Marin.Onda@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Kare.Orilla@gastech.com.kronos",2014-01-15 13:30:00,RE: Wellhead flow rate data - overpressure at well 1783-03?,Elsa Orilla,"['Marin Onda', 'Brand Tempestad', 'Elsa Orilla', 'Axel Calzas', 'Isande Borrasca', 'Birgitta Frente', 'Kare Orilla']",7
851,Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",2014-01-15 13:31:00,Catering?!?,Carla Forluniau,"['Mat Bramar', 'Anda Ribera', 'Rachel Pantanal', 'Linda Lagos', 'Ruscella Mies Haber', 'Carla Forluniau', 'Cornelia Lais']",7
852,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",2014-01-15 13:36:00,RE: The most creative spam I've seen lately.,Nils Calixto,"['Lucas Alcazar', 'Nils Calixto']",2
853,Claudio.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-15 13:40:00,Favor - borrow hedge trimmer,Claudio Hawelon,['Claudio Hawelon'],1
854,Birgitta.Frente@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-15 13:45:00,Are you buying coffee?,Birgitta Frente,['Isak Baza'],1
855,Emile.Arpa@gastech.com.kronos,Marin.Onda@gastech.com.kronos,2014-01-15 13:45:00,RE: Files,Emile Arpa,['Marin Onda'],1
856,Sven.Flecha@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-15 13:55:00,RE: Draft report - comments needed by Monday,Sven Flecha,"['Nils Calixto', 'Sven Flecha']",2
857,Bertrand.Ovan@gastech.com.kronos,"Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",2014-01-15 13:55:00,Don't text and drive!,Bertrand Ovan,"['Emile Arpa', 'Varro Awelon', 'Dante Coginian', 'Albina Hafon', 'Benito Hawelon', 'Claudio Hawelon', 'Henk Mies', 'Valeria Morlun', 'Adan Morlun', 'Cecilia Morluniau', 'Irene Nant', 'Dylan Scozzese']",12
858,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-15 13:57:00,RE: Draft report - comments needed by Monday,Nils Calixto,"['Nils Calixto', 'Sven Flecha']",2
859,Sten.Sanjorge Jr.@gastech.com.tethys,"Willem.Vasco-Pais@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos, Orhan.Strum@gastech.com.kronos",2014-01-15 13:59:00,Yearly numbers looking good,,"['Willem Vasco-Pais', 'Sten.Sanjorge Jr.@gastech.com.tethys', 'Ada Campo-Corrente', 'Orhan Strum']",4
860,Marin.Onda@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-15 14:04:00,RE: Files,Marin Onda,['Emile Arpa'],1
861,Stenig.Fusil@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-15 14:07:00,Favor - borrow hedge trimmer,Stenig Fusil,['Stenig Fusil'],1
862,Dylan.Scozzese@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos",2014-01-15 14:07:00,Route suggestion for next shift,Dylan Scozzese,"['Dante Coginian', 'Valeria Morlun', 'Dylan Scozzese', 'Cecilia Morluniau']",4
863,Nils.Calixto@gastech.com.kronos,"Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",2014-01-15 14:14:00,RE: Draft report - comments needed by Monday,Nils Calixto,"['Nils Calixto', 'Sven Flecha']",2
864,Dante.Coginian@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos",2014-01-15 14:15:00,RE: Who took the toolbox out of my truck?,Dante Coginian,"['Albina Hafon', 'Emile Arpa', 'Dylan Scozzese', 'Claudio Hawelon', 'Dante Coginian', 'Bertrand Ovan', 'Henk Mies', 'Valeria Morlun']",8
865,Emile.Arpa@gastech.com.kronos,Marin.Onda@gastech.com.kronos,2014-01-15 14:19:00,RE: Files,Emile Arpa,['Marin Onda'],1
866,Nils.Calixto@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,2014-01-15 14:30:00,RE: Going home sick,Nils Calixto,['Axel Calzas'],1
867,Gustav.Cazar@gastech.com.kronos,"Vira.Frente@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos",2014-01-15 14:32:00,Well 1033-01 stabilization progress report,Gustav Cazar,"['Vira Frente', 'Axel Calzas', 'Lidelse Dedos', 'Adra Nubarron', 'Brand Tempestad', 'Isande Borrasca']",6
868,Stenig.Fusil@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-15 14:33:00,RE: Favor - borrow hedge trimmer,Stenig Fusil,['Stenig Fusil'],1
869,Isia.Vann@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-15 14:33:00,This weekend?,Isia Vann,['Rachel Pantanal'],1
870,Henk.Mies@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos",2014-01-15 14:43:00,Funny!!,Henk Mies,"['Adan Morlun', 'Claudio Hawelon', 'Dylan Scozzese', 'Albina Hafon', 'Irene Nant', 'Henk Mies', 'Benito Hawelon']",7
871,Axel.Calzas@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-15 14:49:00,RE: Going home sick,Axel Calzas,['Nils Calixto'],1
